,movieId,title,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,userId,rating,timestamp,Date,Month_Year
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,64100,4.0,1273273840,2010-05-07 23:10:40,05/2010
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,64150,4.5,1170284517,2007-01-31 23:01:57,01/2007
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88266,4.0,1143513554,2006-03-28 02:39:14,03/2006
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108159,3.0,1425618205,2015-03-06 05:03:25,03/2015
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82715,3.5,1175512792,2007-04-02 11:19:52,04/2007
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,124078,4.5,1278458498,2010-07-06 23:21:38,07/2010
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,67615,4.5,1308088118,2011-06-14 21:48:38,06/2011
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53113,3.0,1360182788,2013-02-06 20:33:08,02/2013
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30631,3.5,1096043526,2004-09-24 16:32:06,09/2004
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,132295,4.0,1301457000,2011-03-30 03:50:00,03/2011
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84948,4.0,1122933433,2005-08-01 21:57:13,08/2005
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40071,5.0,1420637359,2015-01-07 13:29:19,01/2015
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31476,3.5,1390667505,2014-01-25 16:31:45,01/2014
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,69498,4.0,1216572077,2008-07-20 16:41:17,07/2008
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22245,4.5,1188182284,2007-08-27 02:38:04,08/2007
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46645,4.0,1214337683,2008-06-24 20:01:23,06/2008
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,103872,3.0,1000989944,2001-09-20 12:45:44,09/2001
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,119309,3.0,1078004929,2004-02-28 21:48:49,02/2004
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,104037,4.0,1023812640,2002-06-11 16:24:00,06/2002
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,137805,4.0,1148405188,2006-05-23 17:26:28,05/2006
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57387,4.0,1322421235,2011-11-27 19:13:55,11/2011
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59163,4.0,1285010391,2010-09-20 19:19:51,09/2010
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,130589,5.0,1301800377,2011-04-03 03:12:57,04/2011
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,124425,3.0,1355324428,2012-12-12 15:00:28,12/2012
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28340,4.0,1080330018,2004-03-26 19:40:18,03/2004
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,113540,4.0,1336224021,2012-05-05 13:20:21,05/2012
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10164,5.0,1022813649,2002-05-31 02:54:09,05/2002
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77512,5.0,1313317646,2011-08-14 10:27:26,08/2011
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57937,4.0,1278565158,2010-07-08 04:59:18,07/2010
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,131439,3.5,1112268707,2005-03-31 11:31:47,03/2005
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47150,4.5,1257437429,2009-11-05 16:10:29,11/2009
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13700,2.0,1307503663,2011-06-08 03:27:43,06/2011
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,79846,3.5,1272696577,2010-05-01 06:49:37,05/2010
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92861,4.0,1090026039,2004-07-17 01:00:39,07/2004
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,102750,4.0,1226470106,2008-11-12 06:08:26,11/2008
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49642,3.5,1152573716,2006-07-10 23:21:56,07/2006
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,117861,3.5,1095662606,2004-09-20 06:43:26,09/2004
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,136455,3.0,1239649832,2009-04-13 19:10:32,04/2009
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12778,4.0,1134415417,2005-12-12 19:23:37,12/2005
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16337,2.5,1239793342,2009-04-15 11:02:22,04/2009
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3665,4.5,1225307467,2008-10-29 19:11:07,10/2008
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91973,3.0,1388688451,2014-01-02 18:47:31,01/2014
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,115364,0.5,1203677212,2008-02-22 10:46:52,02/2008
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7723,4.5,1074446594,2004-01-18 17:23:14,01/2004
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3029,3.5,1404201020,2014-07-01 07:50:20,07/2014
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51549,4.0,1224379275,2008-10-19 01:21:15,10/2008
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17039,4.5,1209407449,2008-04-28 18:30:49,04/2008
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32386,3.5,1203365454,2008-02-18 20:10:54,02/2008
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,62805,3.5,1170546634,2007-02-03 23:50:34,02/2007
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,128426,5.0,1256122160,2009-10-21 10:49:20,10/2009
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61305,4.0,1224221924,2008-10-17 05:38:44,10/2008
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100540,4.0,1163123832,2006-11-10 01:57:12,11/2006
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59812,2.0,1223969430,2008-10-14 07:30:30,10/2008
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41703,3.5,1426020317,2015-03-10 20:45:17,03/2015
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38605,4.5,1238608355,2009-04-01 17:52:35,04/2009
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,127453,5.0,945974276,1999-12-23 18:37:56,12/1999
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,129008,4.0,998164271,2001-08-18 19:51:11,08/2001
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63295,5.0,943605711,1999-11-26 08:41:51,11/1999
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35553,3.5,1155684440,2006-08-15 23:27:20,08/2006
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83631,4.5,1343152029,2012-07-24 17:47:09,07/2012
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10387,4.0,1170491388,2007-02-03 08:29:48,02/2007
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,111416,4.5,1340412242,2012-06-23 00:44:02,06/2012
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28159,4.5,1143439164,2006-03-27 05:59:24,03/2006
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92409,2.0,1225284358,2008-10-29 12:45:58,10/2008
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47566,3.0,1235495489,2009-02-24 17:11:29,02/2009
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,130671,4.0,1335279141,2012-04-24 14:52:21,04/2012
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,79601,5.0,939230274,1999-10-06 17:17:54,10/1999
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14382,5.0,1269731572,2010-03-27 23:12:52,03/2010
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,105059,3.5,1178140514,2007-05-02 21:15:14,05/2007
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91428,4.5,1312316728,2011-08-02 20:25:28,08/2011
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,138200,3.0,1140361985,2006-02-19 15:13:05,02/2006
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35246,3.0,1004043502,2001-10-25 20:58:22,10/2001
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47573,3.5,1394912730,2014-03-15 19:45:30,03/2014
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34587,3.0,1186501324,2007-08-07 15:42:04,08/2007
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1835,5.0,876894948,1997-10-15 05:55:48,10/1997
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15479,3.0,1348919306,2012-09-29 11:48:26,09/2012
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31362,3.5,1222470163,2008-09-26 23:02:43,09/2008
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,121052,4.5,1157938553,2006-09-11 01:35:53,09/2006
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76630,5.0,1337396968,2012-05-19 03:09:28,05/2012
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53859,3.0,1227779382,2008-11-27 09:49:42,11/2008
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33871,3.5,1403465226,2014-06-22 19:27:06,06/2014
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99429,4.0,1079212431,2004-03-13 21:13:51,03/2004
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94883,3.5,1219592073,2008-08-24 15:34:33,08/2008
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,107087,2.0,1356772939,2012-12-29 09:22:19,12/2012
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91969,5.0,1238897705,2009-04-05 02:15:05,04/2009
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95552,4.0,1287356686,2010-10-17 23:04:46,10/2010
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33860,4.0,1298519828,2011-02-24 03:57:08,02/2011
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1935,4.0,1185328861,2007-07-25 02:01:01,07/2007
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56392,3.5,1240923496,2009-04-28 12:58:16,04/2009
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9050,3.0,1119436841,2005-06-22 10:40:41,06/2005
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,116420,4.0,1138482360,2006-01-28 21:06:00,01/2006
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,124683,1.5,1186184932,2007-08-03 23:48:52,08/2007
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83182,4.5,1165877544,2006-12-11 22:52:24,12/2006
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,137559,3.5,1173151446,2007-03-06 03:24:06,03/2007
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18877,4.5,1136422063,2006-01-05 00:47:43,01/2006
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34239,3.5,1359304346,2013-01-27 16:32:26,01/2013
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94175,3.5,1152585450,2006-07-11 02:37:30,07/2006
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,102242,4.0,1228365530,2008-12-04 04:38:50,12/2008
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29474,4.5,1298047555,2011-02-18 16:45:55,02/2011
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80063,5.0,1215715965,2008-07-10 18:52:45,07/2008
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,101379,3.5,1242590315,2009-05-17 19:58:35,05/2009
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120729,4.5,1256100579,2009-10-21 04:49:39,10/2009
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,106537,4.0,1227368607,2008-11-22 15:43:27,11/2008
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87042,3.0,1212271800,2008-05-31 22:10:00,05/2008
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88857,4.0,1075058118,2004-01-25 19:15:18,01/2004
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4215,5.0,958528257,2000-05-17 01:50:57,05/2000
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42290,5.0,1139432712,2006-02-08 21:05:12,02/2006
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42124,2.5,1196503488,2007-12-01 10:04:48,12/2007
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14328,4.5,1114487270,2005-04-26 03:47:50,04/2005
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41486,0.5,1185816549,2007-07-30 17:29:09,07/2007
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,117905,5.0,1019514749,2002-04-22 22:32:29,04/2002
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85242,4.5,1341110359,2012-07-01 02:39:19,07/2012
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11843,4.5,1170633588,2007-02-04 23:59:48,02/2007
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,72971,4.0,1120078761,2005-06-29 20:59:21,06/2005
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74849,5.0,1024408987,2002-06-18 14:03:07,06/2002
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45015,4.0,1101266134,2004-11-24 03:15:34,11/2004
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41613,4.0,947094324,2000-01-05 17:45:24,01/2000
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,98541,3.5,1100709178,2004-11-17 16:32:58,11/2004
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48512,3.0,1218231019,2008-08-08 21:30:19,08/2008
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16883,2.5,1220919707,2008-09-09 00:21:47,09/2008
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95708,3.0,1311802333,2011-07-27 21:32:13,07/2011
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120941,3.0,1338014032,2012-05-26 06:33:52,05/2012
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,104508,4.0,1237407445,2009-03-18 20:17:25,03/2009
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26022,4.5,1177182073,2007-04-21 19:01:13,04/2007
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,121954,3.5,1129423910,2005-10-16 00:51:50,10/2005
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95283,2.0,1217190783,2008-07-27 20:33:03,07/2008
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32234,3.0,1246520548,2009-07-02 07:42:28,07/2009
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,112334,4.0,1240937644,2009-04-28 16:54:04,04/2009
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,72832,2.5,1111531624,2005-03-22 22:47:04,03/2005
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,106236,5.0,1386510061,2013-12-08 13:41:01,12/2013
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,109347,5.0,974475264,2000-11-17 15:34:24,11/2000
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16126,4.0,1111358218,2005-03-20 22:36:58,03/2005
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,117144,5.0,998704421,2001-08-25 01:53:41,08/2001
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25268,4.0,1333825145,2012-04-07 18:59:05,04/2012
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12569,5.0,1175483767,2007-04-02 03:16:07,04/2007
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57916,5.0,1271492982,2010-04-17 08:29:42,04/2010
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,97072,3.5,1228677551,2008-12-07 19:19:11,12/2008
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,104397,4.5,1138041711,2006-01-23 18:41:51,01/2006
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38957,5.0,1196045794,2007-11-26 02:56:34,11/2007
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,129005,5.0,1003072931,2001-10-14 15:22:11,10/2001
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58346,4.0,982350292,2001-02-16 19:04:52,02/2001
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,102679,5.0,934823443,1999-08-16 17:10:43,08/1999
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4347,3.5,1317999490,2011-10-07 14:58:10,10/2011
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36665,3.5,1303523927,2011-04-23 01:58:47,04/2011
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35259,4.0,1298191993,2011-02-20 08:53:13,02/2011
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,135418,3.5,1189562149,2007-09-12 01:55:49,09/2007
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,98781,3.5,1139627245,2006-02-11 03:07:25,02/2006
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,359,5.0,1067183252,2003-10-26 15:47:32,10/2003
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55679,3.5,1176301445,2007-04-11 14:24:05,04/2007
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31921,5.0,1296565361,2011-02-01 13:02:41,02/2011
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76008,4.0,1216013516,2008-07-14 05:31:56,07/2008
1,2,Jumanji (1995),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,117918,3.0,1186185280,2007-08-03 23:54:40,08/2007
